indice,estrelas,comentario
702,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"
As always, Andrew is absolutely amazing at transmitting advanced 
knowledge and making it accessible to most people. Thank you Andrew and 
the whole team !

"
703,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Loved this course. It was everything I expected and more. Always had a hard time understanding attention mechanism and Dr Andrew Ng explained it very well.
704,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"I find CNN/RNN courses very helpful, but I would highly recommend to improve the exercises. Some typo mistakes can result in hours wondering what is wrong."
705,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent content and hands on assignments provides the best ever learning experience ever. I would like to thank all the content creators of this course.
706,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Its been great journey to complete this course and so many things I learned which will be helpful in many deep learning and machine learning applications.
707,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,As usual Mr.Andrew NG is great in explaining the concepts.I hope to make use of the skills learnt through this course and this one is coming in great way.
708,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Very interesting course!  It has taught me a lot. Special thanks to the Mentors and the Students who gave hints and explanations in the discussion forums.
709,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Extremely clear and useful. Natural Language Processing, Speech Recognition and Automatic Translation are now concepts much more clearer and close for me."
710,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Slightly more difficult than the previous course but a fascinating course. Programming assignments require more thoughts but they are real world use cases
711,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Great course about sequence models. I think that this is the most hard of the five courses, but at the end you get all about the architecture of the RNN."
712,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,I was highly confused about sequence models before this course. This course is highly recommended. Thanks to the total deeplearning.ai and Coursera team. 
713,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Amazing Content !
714,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Course content and lectures are excellent. Programming assignments have some minor glitches which should be addressed for a course that requires tuition. 
715,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Great lectures. Well thought out quizzes and exercises. The only negative point is that the exercises are too easy, they spoon feed too much of the code."
716,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Perfect Start for Understanding RNNs, LSTMs, BRNN, Attention and Basic NLP. It gets you up and running with very easy KERAS implementation of the things."
717,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"The lectures are amazing.  The assignments were difficult for me, but forced me to understand the concepts better.  Really glad to have taken the course."
718,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Excellent course that not only provides a good foundation for deep learning in general, but also gives some insights into more recent developments in AI. "
719,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"That was a really cool course! Specially the last week, where we've implemented many ideas that I knew were possible but had no clue how to! Very nice!!"
720,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,This course gives a great foundation to understand sequence models. Assignments help lay out how sequence models work and also interesting applications.
721,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Very much satisfied, to its content. Learnt a lot, thanks a ton to Prof. Andrew Ng for your hard work on its topics & how making learning easy. "
722,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Very effective at improving my understanding of RNNs (and its variants), Natural Language Processing, and some basics regarding working with audio data."
723,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,This is an awesome course I recommend who really want to learn deep learning step by step. It was really comprehensive theoretical and practical guide. 
724,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,This has been an excellent journey and I personally learned a lot from this courses. I want to thank AndrewNg for being the best teacher I ever had. <3 
725,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"I'm so grateful for NG, cos these courses help me step into DL.  If someday I have my own paper, I will come back here to share my happiness. "
726,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,One of the best courses I have taken. The great balance between theory and practice(assignments) is so well done and on point. Thanks Andrew.
727,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,It is a really good course which gives you a lot of knowledge about sequence models. It provides a good understanding of the overall concept.
728,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent course and instructors as well as programming exercises and quizzes really thanks to course and course is indeed o=wroth of money.
729,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Thank you for creating and sharing this course! You are an inspiration for me and many people around the world! I wish you the best, thanks!"
730,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Relly good course, goes well beyond the coding to explain the fundamentals of sequence models. Some of the exercise notebooks are excellent."
731,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,all course in this series is the best on its own like this also it has all knowledge we need to get going. thank you andrew sir and his team
732,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,thank you andrew ng you are the best teacher in all the world i'm very happy to study with you chaker from tunisia all my colleague love you 
733,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,a very good course with lots practical assignments which helps me in developing AI with Recurrent Neural Networks and apply word2vecs model.  
