indice,estrelas,comentario,qtd_estrelas,avaliacao,tamanho_comentario
306,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"  Yes, I have just finished the whole specialization. I'm very proud of myself. And I recommend this specialization to anyone who wants to start with this field. Andrew is the best one I've seen who able to explain the thing in deeper way. Thanx   ",5,1,248
307,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"A wonderful, intellectual experience!",5,1,37
308,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"""I think that every person whether you come from a wealthy family, or a low income family, or anywhere in between. I think everyone should have great opportunities. "" (socioeconomic status)",5,1,189
309,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"The course was brilliant! Even though, the programming assignments could be better (personal opinion). The teaching itself is brilliant, and I think Andrew NG is by far one of the best Deep Learning teachers for anyone looking to get started.",5,1,242
310,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,very nice course but bit comprehensive especially Sequence models.,5,1,66
311,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,More lectures are needed in the sequence models to make these models or ideas clear to deep learning learners.  I found this course is the most difficult one to follow in this series even if I got quite a lot experience on time series topics.,5,1,242
312,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"It was a great learning experience. Thanks Andrew Ng for the wonderful content. However, there are still some mistakes in the programming assignment such as in the expected output of 3rd assignment. Kindly correct it. Overall very satisfying!  ",5,1,244
313,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"The course is superbly organized and there is a lot of material covered. I recommend it to everyone. However, one has to count with progressively more difficult assingments. Especially the last one on Transformers was really, really tought. ",5,1,241
314,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"  It's an amazing course, the video lectures are fruitful and the contents of the courses are well designed, the instructor is talented and his explanations are extremely helpful, it's one of the best courses taught on keras!",5,1,225
315,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great course! I  feel some great accomplishment having finished this specialization I began 2 months ago. This one course could use a bit more of Keras hints or optional Keras course for those who do not have a  regular use of the framework.,5,1,241
316,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"This course is great if you want to know about sequence models for areas like nlp and speech recognition. They provide assignments that is solvable and their forum is active, and you can always find people solved your confuse on assignments. ",5,1,242
317,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"The video lectures are awesome. But the project is too fast-paced. I feel I am just following the instruction and keras doc, instead of understanding how keras works. Testing me how to create dict in Python didn't make me feel happy. Thanks!",5,1,241
318,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"I think considering the other courses, Sequence Model course was a little bit faster and it covered a lot of topics, so it was a little tough to keep up. But what I learnt was quite a lot and I think it is is quit a very good course indeed.",5,1,240
319,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Great course: material, instructor, assignments, everything! Perfect way to introduce or consolidate your knowledge in recurrent neural networks to model sequence data with a really strong component of direct industry-relevant application.",5,1,239
320,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Well structured and easy to comprehend. ,5,1,40
321,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Feels great to complete this wonderful journey. Once again thank you Andrew Sir for creating this type of novel courses, great to have you as an instructor. Hope I someday would build a great model of my own, and get a chance to meet you!  ",5,1,240
322,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Very good, by necessity it's a little hand-holdey but otherwise it would take an unreasonable amount of time to cover the material. Hopefully I'll be able to leverage the background i gained in the specialization in future job experience.",5,1,238
323,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent Overview of Deep Learning. I did a PhD in AI 30 years ago and this was a great introduction to the latest research. I highly recommend to beginners and old timers like me to get up to date on the latest research and techniques.,5,1,237
324,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"This course give me opportunities to dive in to RNN and other architectures relating to NLP. Although it is a little bit tougher than 4 previous courses (in this specialization), it provides several interesting applications in real life.",5,1,237
