indice,estrelas,comentario,qtd_estrelas,avaliacao,tamanho_comentario
1344,Filled Star Filled Star Filled Star Filled Star Filled Star,   teach lot month thank,5,1,63
1345,Filled Star Filled Star Filled Star Filled Star Filled Star,   practical useful course assignment,5,1,63
1346,Filled Star Filled Star Filled Star Filled Star Filled Star,   lot knowledge experience course,5,1,63
1347,Filled Star Filled Star Filled Star Filled Star Filled Star,   course cover lot state art,5,1,63
1348,Filled Star Filled Star Filled Star Filled Star Filled Star,   good Nice kick start learn,5,1,63
1349,Filled Star Filled Star Filled Star Filled Star Filled Star,   like course understand real case,5,1,63
1350,Filled Star Filled Star Filled Star Filled Star Filled Star,   course good test knowledge,5,1,63
1351,Filled Star Filled Star Filled Star Filled Star Filled Star,   knowledgeable perfect way finish specialization,5,1,63
1352,Filled Star Filled Star Filled Star Filled Star Filled Star,   exceptional fast track course complex subject like,5,1,63
1353,Filled Star Filled Star Filled Star Filled Star Filled Star,   thing,5,1,12
1354,Filled Star Filled Star Filled Star Filled Star Filled Star,   course amazing informative,5,1,64
1355,Filled Star Filled Star Filled Star Filled Star Filled Star,   good thing time thank,5,1,63
1356,Filled Star Filled Star Filled Star Filled Star Filled Star,   course thank,5,1,63
1357,Filled Star Filled Star Filled Star Filled Star Filled Star,   Excellent course detail good,5,1,62
1358,Filled Star Filled Star Filled Star Filled Star Filled Star,   highly informative elaborate interesting way teach,5,1,61
1359,Filled Star Filled Star Filled Star Filled Star Filled Star,   Brilliant course introduction architecture,5,1,62
1360,Filled Star Filled Star Filled Star Filled Star Filled Star,   Best course cool,5,1,62
1361,Filled Star Filled Star Filled Star Filled Star Filled Star,   real good course,5,1,62
1362,Filled Star Filled Star Filled Star Filled Star Filled Star,   close industrial scenario introduce essence,5,1,62
1363,Filled Star Filled Star Filled Star Filled Star Filled Star,   create strong foundation area sequential,5,1,62
1364,Filled Star Filled Star Filled Star Filled Star Filled Star,   great set Prof truly,5,1,62
1365,Filled Star Filled Star Filled Star Filled Star Filled Star,   Speech Recognition Example organize thank,5,1,62
1366,Filled Star Filled Star Filled Star Filled Star Filled Star,   well beautifully,5,1,62
1367,Filled Star Filled Star Filled Star Filled Star Filled Star,   Great course teach practical interesting material,5,1,62
1368,Filled Star Filled Star Filled Star Filled Star Filled Star,   thank take time course helpful,5,1,61
1369,Filled Star Filled Star Filled Star Filled Star Filled Star,   think good specialization start,5,1,61
1370,Filled Star Filled Star Filled Star Filled Star Filled Star,   course worth,5,1,61
1371,Filled Star Filled Star Filled Star Filled Star Filled Star,   good course deep learn Thank,5,1,61
1372,Filled Star Filled Star Filled Star Filled Star Filled Star,   awesome Love learn thank,5,1,61
1373,Filled Star Filled Star Filled Star Filled Star Filled Star,   Excellent course interesting,5,1,61
1374,Filled Star Filled Star Filled Star Filled Star Filled Star,   final course energy learn great course,5,1,58
1375,Filled Star Filled Star Filled Star Filled Star Filled Star,   conclusion deep learning specialization,5,1,60
1376,Filled Star Filled Star Filled Star Filled Star Filled Star,   great useful experience,5,1,62
1377,Filled Star Filled Star Filled Star Filled Star Filled Star,   appreciate amazing course Strong recommend,5,1,59
1378,Filled Star Filled Star Filled Star Filled Star Filled Star,   Generating music poetry great experience,5,1,58
1379,Filled Star Filled Star Filled Star Filled Star Filled Star,   cute careful teaching thank go,5,1,58
1380,Filled Star Filled Star Filled Star Filled Star Filled Star,   great content painlessly thank,5,1,58
1381,Filled Star Filled Star Filled Star Filled Star Filled Star,   great course interesting assignment,5,1,61
1382,Filled Star Filled Star Filled Star Filled Star Filled Star,   nice class decent high quality,5,1,57
1383,Filled Star Filled Star Filled Star Filled Star Filled Star,   well teach specialization thank,5,1,57
1384,Filled Star Filled Star Filled Star Filled Star Filled Star,   complex topic Realistic,5,1,57
1385,Filled Star Filled Star Filled Star Filled Star Filled Star,   good course especially fro interested,5,1,57
1386,Filled Star Filled Star Filled Star Filled Star Filled Star,   get course thank,5,1,58
1387,Filled Star Filled Star Filled Star Filled Star Filled Star,   feel course fundamental pragmatic,5,1,57
1388,Filled Star Filled Star Filled Star Filled Star Filled Star,   high quality previous series,5,1,57
1389,Filled Star Filled Star Filled Star Filled Star Filled Star,   Excellent superman,5,1,57
1390,Filled Star Filled Star Filled Star Filled Star Filled Star,   learn lot course thank,5,1,57
1391,Filled Star Filled Star Filled Star Filled Star Filled Star,   good course sequence nice,5,1,58
1392,Filled Star Filled Star Filled Star Filled Star Filled Star,   thank detailed Course content thank,5,1,58
1393,Filled Star Filled Star Filled Star Filled Star Filled Star,   good course find recurrent neural,5,1,57
1394,Filled Star Filled Star Filled Star Filled Star Filled Star,   Awesome course bit hard pretty good,5,1,57
1395,Filled Star Filled Star Filled Star Filled Star Filled Star,   course hard practical,5,1,56
1396,Filled Star Filled Star Filled Star Filled Star Filled Star,   good,5,1,59
1397,Filled Star Filled Star Filled Star Filled Star Filled Star,   great specialization course Deep learning,5,1,56
1398,Filled Star Filled Star Filled Star Filled Star Filled Star,   sufficient coverage absorb completely,5,1,56
1399,Filled Star Filled Star Filled Star Filled Star Filled Star,   journey hope good place,5,1,60
1400,Filled Star Filled Star Filled Star Filled Star Filled Star,   great explanation relate deep learning,5,1,59
1401,Filled Star Filled Star Filled Star Filled Star Filled Star,   amazing good course start AI,5,1,58
1403,Filled Star Filled Star Filled Star Filled Star Filled Star,   great course structure easy follow,5,1,59
1404,Filled Star Filled Star Filled Star Filled Star Filled Star,   great course look forward apply work,5,1,59
1405,Filled Star Filled Star Filled Star Filled Star Filled Star,   good course help understand,5,1,59
1406,Filled Star Filled Star Filled Star Filled Star Filled Star,   far complicated assignment,5,1,59
1407,Filled Star Filled Star Filled Star Filled Star Filled Star,   excellent start point understand sequence,5,1,59
1408,Filled Star Filled Star Filled Star Filled Star Filled Star,   Excellent like specialization,5,1,59
1409,Filled Star Filled Star Filled Star Filled Star Filled Star,   good series Deep Learning,5,1,59
1410,Filled Star Filled Star Filled Star Filled Star Filled Star,   t beat s teach s,5,1,59
1411,Filled Star Filled Star Filled Star Filled Star Filled Star,   great course fun relevant,5,1,59
1412,Filled Star Filled Star Filled Star Filled Star Filled Star,   great combine great Professional,5,1,60
1413,Filled Star Filled Star Filled Star Filled Star Filled Star,   Awesome Thanks specialization,5,1,59
1414,Filled Star Filled Star Filled Star Filled Star Filled Star,   useful course good,5,1,59
1415,Filled Star Filled Star Filled Star Filled Star Filled Star,   thank,5,1,17
1416,Filled Star Filled Star Filled Star Filled Star Filled Star,   course give good knowledge sequential,5,1,58
1417,Filled Star Filled Star Filled Star Filled Star Filled Star,   good course language emphasis,5,1,59
1418,Filled Star Filled Star Filled Star Filled Star Filled Star,   course worth learn well,5,1,59
1419,Filled Star Filled Star Filled Star Filled Star Filled Star,   amazing course current attention,5,1,58
1420,Filled Star Filled Star Filled Star Filled Star Filled Star,   Excellent course good practical,5,1,58
1421,Filled Star Filled Star Filled Star Filled Star Filled Star,   great course start Deep learning,5,1,58
1422,Filled Star Filled Star Filled Star Filled Star Filled Star,   wonderful course series quick start AI learning,5,1,58
1423,Filled Star Filled Star Filled Star Filled Star Filled Star,   notebook difficult use,5,1,58
1424,Filled Star Filled Star Filled Star Filled Star Filled Star,   good course Deep Learning,5,1,56
1425,Filled Star Filled Star Filled Star Filled Star Filled Star,   awesome,5,1,56
1426,Filled Star Filled Star Filled Star Filled Star Filled Star,   amazing project speech recognition,5,1,56
1427,Filled Star Filled Star Filled Star Filled Star Filled Star,   good carefully thank,5,1,56
1428,Filled Star Filled Star Filled Star Filled Star Filled Star,   good course learn use,5,1,56
1429,Filled Star Filled Star Filled Star Filled Star Filled Star,   simply awesome t wait build,5,1,56
1430,Filled Star Filled Star Filled Star Filled Star Filled Star,   course big experience Excellent,5,1,56
1431,Filled Star Filled Star Filled Star Filled Star Filled Star,   great knowledge great platform study,5,1,56
1432,Filled Star Filled Star Filled Star Filled Star Filled Star,   course bit difficult,5,1,56
1433,Filled Star Filled Star Filled Star Filled Star Filled Star,   great course build AI,5,1,56
1434,Filled Star Filled Star Filled Star Filled Star Filled Star,   great course thank million team,5,1,56
1435,Filled Star Filled Star Filled Star Filled Star Filled Star,   simply amazing course learn sequence,5,1,56
1436,Filled Star Filled Star Filled Star Filled Star Filled Star,   unique course great apply,5,1,57
1437,Filled Star Filled Star Filled Star Filled Star Filled Star,   detail preferable,5,1,56
1438,Filled Star Filled Star Filled Star Filled Star Filled Star,   good course absolutely excellent tutor,5,1,56
1439,Filled Star Filled Star Filled Star Filled Star Filled Star,   exceptional delivery theory practice,5,1,54
1440,Filled Star Filled Star Filled Star Filled Star Filled Star,   learn course thank,5,1,55
1441,Filled Star Filled Star Filled Star Filled Star Filled Star,   Excellent content provoke,5,1,55
1442,Filled Star Filled Star Filled Star Filled Star Filled Star,   cool course thank helpful,5,1,55
1443,Filled Star Filled Star Filled Star Filled Star Filled Star,   Sir good,5,1,56
1444,Filled Star Filled Star Filled Star Filled Star Filled Star,   informative advance lucid way,5,1,55
1445,Filled Star Filled Star Filled Star Filled Star Filled Star,   great learn text speech,5,1,55
1446,Filled Star Filled Star Filled Star Filled Star Filled Star,   interesting episode series,5,1,55
1447,Filled Star Filled Star Filled Star Filled Star Filled Star,   Awesome job explain Sequence simple way,5,1,56
